Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Heart Diseases Database,20_02_2022-00_12_32,-30.0,45,0.45,45.075369050899155,49.889547545079814,48.21666666666666,48.21666666666666,47.11666666666666,47.050000000000004,49.85000000000001,49.25000000000001,48.21666666666666,48.21666666666666,49.083333333333336,48.68333333333334
Heart Diseases Database,20_02_2022-00_13_09,-25.0,45,0.45,41.13711950934421,49.79839102154525,48.050000000000004,47.85,45.45,46.45,49.43333333333333,49.8,48.050000000000004,47.85,49.1,48.93333333333333
Heart Diseases Database,20_02_2022-00_13_46,-20.0,45,0.45,34.95609932991036,49.64281654366015,44.63333333333333,46.9,41.800000000000004,43.13333333333333,49.516666666666666,49.35000000000001,44.63333333333333,46.9,48.35,48.38333333333333
Heart Diseases Database,20_02_2022-00_14_29,-15.0,45,0.45,25.487325926296204,49.359089403574316,41.449999999999996,44.56666666666666,34.53333333333334,37.88333333333333,47.699999999999996,48.71666666666666,41.449999999999996,44.56666666666666,44.75,46.199999999999996
Heart Diseases Database,20_02_2022-00_15_18,-10.0,45,0.45,14.165314750799979,48.86064006476613,37.483333333333334,40.233333333333334,28.65,32.666666666666664,48.0,48.083333333333336,37.483333333333334,40.233333333333334,44.08333333333333,45.49999999999999
Heart Diseases Database,20_02_2022-00_16_08,-5.0,45,0.45,4.8217207807061,48.04979719876638,30.100000000000005,35.18333333333333,20.699999999999996,25.916666666666664,46.06666666666667,46.68333333333333,30.100000000000005,35.18333333333333,39.03333333333333,41.38333333333334
Heart Diseases Database,20_02_2022-00_17_02,0.0,45,0.45,0.4656551464345451,46.49362424373295,21.266666666666666,29.049999999999997,13.983333333333336,21.133333333333336,43.45,44.39999999999999,21.266666666666666,29.049999999999997,30.700000000000006,34.416666666666664
Heart Diseases Database,20_02_2022-00_18_08,5.0,45,0.45,0.008714916600601112,43.76190072809308,13.466666666666672,24.43333333333333,10.450000000000003,20.18333333333333,39.300000000000004,41.13333333333333,13.466666666666672,24.43333333333333,23.950000000000003,28.316666666666666
Heart Diseases Database,20_02_2022-00_19_26,10.0,45,0.45,6.030767447632683e-07,39.30398595983294,8.350000000000001,21.599999999999998,8.383333333333331,19.833333333333336,34.95,37.83333333333333,8.350000000000001,21.599999999999998,16.75,22.46666666666667
Heart Diseases Database,20_02_2022-00_20_48,15.0,45,0.45,5.425289847001598e-15,31.8237710672806,4.200000000000004,20.716666666666672,6.48333333333333,19.633333333333336,28.500000000000004,33.550000000000004,4.200000000000004,20.716666666666672,14.149999999999995,18.566666666666663
