Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Wisconsin Breast Cancer Database,18_03_2022-11_26_01,-30.0,60,60,6.736526544018013,48.81874465835286,46.60526315789474,46.689473684210526,44.70701754385965,44.756140350877196,44.70701754385965,44.756140350877196,46.60526315789474,46.689473684210526,36.7859649122807,37.27719298245614
Wisconsin Breast Cancer Database,18_03_2022-11_34_52,-29.0,60,60,5.175331053635394,48.675016026544206,46.684210526315795,46.74736842105263,44.30175438596491,44.39999999999999,44.30175438596491,44.39999999999999,46.684210526315795,46.74736842105263,35.76491228070176,36.19649122807017
Wisconsin Breast Cancer Database,18_03_2022-11_43_56,-28.0,60,60,4.02404460140073,48.519580794119754,46.482456140350884,46.521052631578954,43.84912280701755,44.04912280701755,43.84912280701755,44.04912280701755,46.482456140350884,46.521052631578954,34.95263157894737,35.57368421052631
Wisconsin Breast Cancer Database,18_03_2022-11_52_58,-27.0,60,60,2.7395525449872777,48.32830429567088,45.73684210526315,45.791228070175436,42.87719298245614,43.156140350877195,42.87719298245614,43.156140350877195,45.73684210526315,45.791228070175436,33.29824561403508,33.90350877192982
Wisconsin Breast Cancer Database,18_03_2022-12_02_05,-26.0,60,60,1.7649822208417016,48.11719260789743,45.01228070175438,45.117543859649125,41.729824561403504,41.96140350877193,41.729824561403504,41.96140350877193,45.01228070175438,45.117543859649125,32.13333333333333,32.77894736842105
Wisconsin Breast Cancer Database,18_03_2022-12_11_21,-25.0,60,60,1.2232649681898113,47.90890477256478,45.09122807017544,45.18771929824561,41.794736842105266,41.863157894736844,41.794736842105266,41.863157894736844,45.09122807017544,45.18771929824561,31.20701754385965,31.861403508771936
Wisconsin Breast Cancer Database,18_03_2022-12_21_18,-24.0,60,60,0.7579308867791503,47.63315361669625,43.98245614035088,44.12631578947368,40.00350877192983,40.37543859649123,40.00350877192983,40.37543859649123,43.98245614035088,44.12631578947368,28.777192982456146,29.643859649122806
Wisconsin Breast Cancer Database,18_03_2022-12_31_39,-23.0,60,60,0.4574756719930532,47.36614959729696,43.266666666666666,43.47017543859649,38.90526315789473,39.25964912280702,38.90526315789473,39.25964912280702,43.266666666666666,43.47017543859649,27.626315789473686,28.54210526315789
Wisconsin Breast Cancer Database,18_03_2022-12_41_52,-22.0,60,60,0.23762735425592912,47.02703694020891,42.694736842105264,42.900000000000006,37.78947368421053,38.20526315789474,37.78947368421053,38.20526315789474,42.694736842105264,42.900000000000006,25.68070175438596,26.692982456140346
Wisconsin Breast Cancer Database,18_03_2022-12_52_08,-21.0,60,60,0.10597428013124377,46.666228357849185,41.794736842105266,41.882456140350875,36.25087719298246,36.58771929824562,36.25087719298246,36.58771929824562,41.794736842105266,41.882456140350875,24.103508771929828,25.01929824561403
Wisconsin Breast Cancer Database,18_03_2022-13_03_11,-20.0,60,60,0.052200186986344065,46.255538725091924,41.098245614035086,41.180701754385964,34.973684210526315,35.23508771929824,34.973684210526315,35.23508771929824,41.098245614035086,41.180701754385964,22.412280701754383,23.410526315789472
Wisconsin Breast Cancer Database,18_03_2022-13_14_28,-19.0,60,60,0.02029316080483913,45.80222419409367,39.37894736842106,39.58070175438596,33.17894736842105,33.64035087719298,33.17894736842105,33.64035087719298,39.37894736842106,39.58070175438596,20.633333333333336,21.814035087719297
Wisconsin Breast Cancer Database,18_03_2022-13_25_25,-18.0,60,60,0.006734589637133119,45.283507065415854,38.307017543859644,38.54912280701755,31.605263157894736,32.04035087719298,31.605263157894736,32.04035087719298,38.307017543859644,38.54912280701755,19.063157894736836,20.15438596491228
Wisconsin Breast Cancer Database,18_03_2022-13_36_23,-17.0,60,60,0.0020524168979983164,44.72077623749007,36.81228070175438,37.094736842105256,29.72105263157895,30.431578947368422,29.72105263157895,30.431578947368422,36.81228070175438,37.094736842105256,17.068421052631578,18.470175438596492
Wisconsin Breast Cancer Database,18_03_2022-13_47_12,-16.0,60,60,0.00046625307906994154,44.103398845443344,36.24912280701754,36.49298245614035,28.238596491228073,28.805263157894736,28.238596491228073,28.805263157894736,36.24912280701754,36.49298245614035,15.733333333333333,16.96666666666666
Wisconsin Breast Cancer Database,18_03_2022-13_58_17,-15.0,60,60,0.00010561560402817276,43.398452629594644,34.166666666666664,34.32982456140351,25.782456140350874,26.5,25.782456140350874,26.5,34.166666666666664,34.32982456140351,14.226315789473688,15.621052631578946
Wisconsin Breast Cancer Database,18_03_2022-14_09_12,-14.0,60,60,1.5055750268467691e-05,42.59821235105358,32.18771929824561,32.50526315789474,23.710526315789473,24.459649122807015,23.710526315789473,24.459649122807015,32.18771929824561,32.50526315789474,12.487719298245615,14.07543859649123
Wisconsin Breast Cancer Database,18_03_2022-14_20_24,-13.0,60,60,1.9514620206753607e-06,41.76473961321335,30.42807017543859,30.72631578947368,22.02982456140351,22.896491228070172,22.02982456140351,22.896491228070172,30.42807017543859,30.72631578947368,11.536842105263156,13.126315789473686
Wisconsin Breast Cancer Database,18_03_2022-14_31_23,-12.0,60,60,1.5037480255247276e-07,40.725048368394596,28.659649122807018,29.066666666666663,20.163157894736838,21.06842105263158,20.163157894736838,21.06842105263158,28.659649122807018,29.066666666666663,10.208771929824556,11.945614035087715
Wisconsin Breast Cancer Database,18_03_2022-14_42_26,-11.0,60,60,8.75388564248599e-09,39.60512510469905,26.33684210526316,26.75614035087719,18.047368421052635,19.003508771929823,18.047368421052635,19.003508771929823,26.33684210526316,26.75614035087719,9.261403508771926,10.894736842105267
Wisconsin Breast Cancer Database,18_03_2022-14_53_21,-10.0,60,60,4.722469797279907e-10,38.40931724635277,24.13333333333333,24.7561403508772,16.1,17.249122807017546,16.1,17.249122807017546,24.13333333333333,24.7561403508772,8.464912280701753,10.19649122807017
Wisconsin Breast Cancer Database,18_03_2022-15_04_09,-9.0,60,60,1.481511657991862e-11,37.04079956338521,22.345614035087724,22.903508771929825,14.44736842105263,15.471929824561403,14.44736842105263,15.471929824561403,22.345614035087724,22.903508771929825,7.507017543859651,9.092982456140353
Wisconsin Breast Cancer Database,18_03_2022-15_14_56,-8.0,60,60,9.930652791318174e-14,35.60124503686414,19.966666666666665,20.67368421052631,12.692982456140356,13.859649122807017,12.692982456140356,13.859649122807017,19.966666666666665,20.67368421052631,7.00701754385965,8.703508771929824
Wisconsin Breast Cancer Database,18_03_2022-15_25_31,-7.0,60,60,1.9282820954015878e-17,33.98350434984142,18.038596491228066,18.905263157894737,11.373684210526314,12.703508771929828,11.373684210526314,12.703508771929828,18.038596491228066,18.905263157894737,6.185964912280706,8.080701754385966
Wisconsin Breast Cancer Database,18_03_2022-15_35_40,-6.0,60,60,0.0,32.18193864246559,15.507017543859646,16.387719298245617,9.633333333333338,10.928070175438599,9.633333333333338,10.928070175438599,15.507017543859646,16.387719298245617,5.766666666666664,7.5315789473684225
Wisconsin Breast Cancer Database,18_03_2022-15_45_44,-5.0,60,60,0.0,30.270774125429302,13.777192982456143,14.605263157894733,8.624561403508768,9.92982456140351,8.624561403508768,9.92982456140351,13.777192982456143,14.605263157894733,5.392982456140349,7.14035087719298
Wisconsin Breast Cancer Database,18_03_2022-15_55_44,-4.000000000000001,60,60,0.0,28.203105063223227,11.784210526315785,12.750877192982458,7.7122807017543815,9.033333333333339,7.7122807017543815,9.033333333333339,11.784210526315785,12.750877192982458,5.0701754385964914,6.717543859649123
Wisconsin Breast Cancer Database,18_03_2022-16_05_39,-3.0000000000000004,60,60,0.0,26.00727047311629,10.294736842105268,11.331578947368426,6.778947368421051,8.212280701754382,6.778947368421051,8.212280701754382,10.294736842105268,11.331578947368426,4.584210526315791,6.368421052631579
Wisconsin Breast Cancer Database,18_03_2022-16_15_43,-2.0,60,60,0.0,23.657811139101025,8.571929824561408,9.871929824561398,5.7649122807017505,7.485964912280707,5.7649122807017505,7.485964912280707,8.571929824561408,9.871929824561398,4.140350877192978,6.085964912280706
Wisconsin Breast Cancer Database,18_03_2022-16_26_20,-1.0,60,60,0.0,21.315915053862618,7.150877192982453,8.545614035087723,5.175438596491233,6.833333333333336,5.175438596491233,6.833333333333336,7.150877192982453,8.545614035087723,3.9894736842105316,5.847368421052634
Wisconsin Breast Cancer Database,18_03_2022-16_37_41,0.0,60,60,0.0,18.84361004162293,6.377192982456137,7.903508771929824,4.62631578947369,6.394736842105264,4.62631578947369,6.394736842105264,6.377192982456137,7.903508771929824,3.763157894736846,5.6894736842105225
Wisconsin Breast Cancer Database,18_03_2022-16_49_39,1.0000000000000002,60,60,0.0,16.31549365323665,5.429824561403507,6.880701754385965,4.080701754385963,5.843859649122807,4.080701754385963,5.843859649122807,5.429824561403507,6.880701754385965,3.5350877192982466,5.456140350877192
Wisconsin Breast Cancer Database,18_03_2022-17_02_12,2.0000000000000004,60,60,0.0,14.003831978593725,4.833333333333334,6.377192982456137,3.8105263157894753,5.589473684210522,3.8105263157894753,5.589473684210522,4.833333333333334,6.377192982456137,3.4035087719298196,5.2561403508771924
