Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Heart Diseases Database,18_08_2022-11_57_58,-30.0,45,45,22.53134628293195,48.87783716648918,48.461016949152544,49.42372881355932,47.64745762711864,48.881355932203384,47.64745762711864,48.881355932203384,48.461016949152544,49.42372881355932,44.05423728813559,46.54915254237289
Heart Diseases Database,18_08_2022-11_59_33,-29.0,45,45,20.70570015231876,48.741213717943026,48.90169491525423,48.68474576271187,47.52542372881356,48.18983050847457,47.52542372881356,48.18983050847457,48.90169491525423,48.68474576271187,44.061016949152545,45.566101694915254
Heart Diseases Database,18_08_2022-11_59_59,-28.0,45,45,18.7667813180435,48.58804355271503,48.36610169491525,49.369491525423726,47.5864406779661,49.13220338983051,47.5864406779661,49.13220338983051,48.36610169491525,49.369491525423726,43.92542372881356,46.840677966101694
Heart Diseases Database,18_08_2022-12_01_32,-27.0,45,45,16.730991693977863,48.41635848543719,48.56271186440678,49.566101694915254,47.06440677966101,48.17627118644068,47.06440677966101,48.17627118644068,48.56271186440678,49.566101694915254,42.93559322033899,45.29491525423729
Heart Diseases Database,18_08_2022-12_03_07,-26.0,45,45,14.625903734196946,48.22397092406724,49.389830508474574,49.30847457627119,46.569491525423736,47.83050847457627,46.569491525423736,47.83050847457627,49.389830508474574,49.30847457627119,42.37966101694916,45.2135593220339
Heart Diseases Database,18_08_2022-12_04_39,-25.0,45,45,12.490384366934123,48.00845549028198,47.66101694915255,48.8,46.02033898305085,47.25423728813559,46.02033898305085,47.25423728813559,47.66101694915255,48.8,40.99661016949152,44.52203389830508
Heart Diseases Database,18_08_2022-12_05_05,-24.0,45,45,10.374046602915033,47.76713173052239,47.708474576271186,48.657627118644065,46.35254237288136,46.69152542372882,46.35254237288136,46.69152542372882,47.708474576271186,48.657627118644065,41.26779661016949,43.60000000000001
Heart Diseases Database,18_08_2022-12_06_42,-23.0,45,45,8.335242178524613,47.49704932754812,46.91525423728814,48.16271186440678,44.39999999999999,46.54237288135593,44.39999999999999,46.54237288135593,46.91525423728814,48.16271186440678,38.99661016949153,42.94237288135593
Heart Diseases Database,18_08_2022-12_08_19,-22.0,45,45,6.436974641089687,47.19497784690075,47.369491525423726,48.52203389830508,44.650847457627115,46.75254237288136,44.650847457627115,46.75254237288136,47.369491525423726,48.52203389830508,38.87457627118644,42.73898305084746
Heart Diseases Database,18_08_2022-12_09_51,-21.0,45,45,4.7405440492752975,46.85740388505338,46.657627118644065,47.728813559322035,44.14237288135593,46.013559322033906,44.14237288135593,46.013559322033906,46.657627118644065,47.728813559322035,37.09152542372881,41.335593220338986
Heart Diseases Database,18_08_2022-12_10_19,-20.0,45,45,3.297421673160354,46.48053956652408,46.18983050847457,47.78983050847457,42.50169491525424,45.349152542372885,42.50169491525424,45.349152542372885,46.18983050847457,47.78983050847457,35.945762711864404,40.244067796610175
Heart Diseases Database,18_08_2022-12_11_53,-19.0,45,45,2.1406739139908457,46.06034769027341,46.13559322033899,46.989830508474576,43.159322033898306,45.74915254237288,43.159322033898306,45.74915254237288,46.13559322033899,46.989830508474576,35.505084745762716,40.06101694915254
Heart Diseases Database,18_08_2022-12_13_26,-18.0,45,45,1.277997440896472,45.59259043337075,45.41694915254237,47.125423728813566,41.80338983050847,44.40677966101695,41.80338983050847,44.40677966101695,45.41694915254237,47.125423728813566,34.074576271186444,38.90169491525424
Heart Diseases Database,18_08_2022-12_15_01,-17.0,45,45,0.6888212530654364,45.07291027393735,44.37966101694916,46.87457627118644,40.21016949152543,43.78983050847458,40.21016949152543,43.78983050847458,44.37966101694916,46.87457627118644,31.423728813559325,37.294915254237296
Heart Diseases Database,18_08_2022-12_16_34,-16.0,45,45,0.32757393363618,44.496953418025925,44.75932203389831,46.4271186440678,40.48813559322034,43.83728813559322,40.48813559322034,43.83728813559322,44.75932203389831,46.4271186440678,31.1728813559322,36.71864406779661
Heart Diseases Database,18_08_2022-12_18_08,-15.0,45,45,0.13358062110178642,43.860546937682855,44.34576271186441,46.501694915254234,39.85762711864407,43.016949152542374,39.85762711864407,43.016949152542374,44.34576271186441,46.501694915254234,30.027118644067798,34.70508474576272
Heart Diseases Database,18_08_2022-12_19_43,-14.0,45,45,0.04508580484813008,43.159940024892784,43.410169491525416,45.47118644067797,37.938983050847455,41.50508474576271,37.938983050847455,41.50508474576271,43.410169491525416,45.47118644067797,27.742372881355937,33.5457627118644
Heart Diseases Database,18_08_2022-12_20_06,-13.0,45,45,0.012056590767402495,42.392115571360016,41.64745762711865,44.76610169491525,37.07118644067796,40.96271186440678,37.07118644067796,40.96271186440678,41.64745762711865,44.76610169491525,25.86440677966102,32.3728813559322
Heart Diseases Database,18_08_2022-12_20_31,-12.0,45,45,0.0024213149903665574,41.5551682732488,41.08474576271186,44.637288135593224,36.04745762711864,40.4135593220339,36.04745762711864,40.4135593220339,41.08474576271186,44.637288135593224,24.772881355932206,31.511864406779665
Heart Diseases Database,18_08_2022-12_22_02,-11.0,45,45,0.00034222360619784453,40.64872662350646,40.14237288135594,44.413559322033905,35.00338983050848,39.96610169491526,35.00338983050848,39.96610169491526,40.14237288135594,44.413559322033905,22.637288135593224,30.70508474576271
Heart Diseases Database,18_08_2022-12_23_37,-10.0,45,45,3.147437428359963e-05,39.674365770747954,39.39661016949153,43.6135593220339,34.108474576271185,39.13898305084745,34.108474576271185,39.13898305084745,39.39661016949153,43.6135593220339,22.284745762711864,29.45762711864407
Heart Diseases Database,18_08_2022-12_25_14,-9.0,45,45,1.7125298542718023e-06,38.63591605151315,38.650847457627115,42.42033898305084,32.93559322033899,37.437288135593214,32.93559322033899,37.437288135593214,38.650847457627115,42.42033898305084,21.199999999999996,27.74915254237288
Heart Diseases Database,18_08_2022-12_25_36,-8.0,45,45,4.896845490303925e-08,37.53952434322928,37.62711864406779,42.03389830508475,30.56271186440678,36.86779661016949,30.56271186440678,36.86779661016949,37.62711864406779,42.03389830508475,19.179661016949158,27.261016949152538
Heart Diseases Database,18_08_2022-12_27_13,-7.0,45,45,6.317490786620871e-10,36.39329058688969,36.98305084745763,41.06440677966102,29.471186440677965,35.328813559322036,29.471186440677965,35.328813559322036,36.98305084745763,41.06440677966102,19.240677966101693,25.423728813559322
Heart Diseases Database,18_08_2022-12_28_48,-6.0,45,45,3.0047527554600787e-12,35.20631397226309,36.0,40.840677966101694,28.28474576271186,34.332203389830504,28.28474576271186,34.332203389830504,36.0,40.840677966101694,18.128813559322033,24.62372881355932
Heart Diseases Database,18_08_2022-12_30_21,-5.0,45,45,3.9516412740895435e-15,33.987085945311,34.25084745762712,39.30847457627119,27.518644067796604,32.4677966101695,27.518644067796604,32.4677966101695,34.25084745762712,39.30847457627119,18.3864406779661,23.64745762711864
Heart Diseases Database,18_08_2022-12_31_55,-4.000000000000001,45,45,0.0,32.74138617109241,33.6271186440678,38.52203389830508,25.46440677966102,31.267796610169498,25.46440677966102,31.267796610169498,33.6271186440678,38.52203389830508,17.396610169491524,22.237288135593225
Heart Diseases Database,18_08_2022-12_32_11,-3.0000000000000004,45,45,0.0,31.47013156976174,32.637288135593224,37.925423728813556,24.840677966101698,30.128813559322033,24.840677966101698,30.128813559322033,32.637288135593224,37.925423728813556,16.861016949152543,21.484745762711867
Heart Diseases Database,18_08_2022-12_33_45,-2.0,45,45,0.0,30.167853598380134,31.29491525423729,37.26101694915255,22.752542372881358,28.74576271186441,22.752542372881358,28.74576271186441,31.29491525423729,37.26101694915255,16.718644067796607,20.799999999999997
Heart Diseases Database,18_08_2022-12_34_20,-1.0,45,45,0.0,28.822445606177432,29.579661016949153,36.22372881355932,20.671186440677968,27.410169491525426,20.671186440677968,27.410169491525426,29.579661016949153,36.22372881355932,15.416949152542369,20.081355932203394
Heart Diseases Database,18_08_2022-12_36_55,0.0,45,45,0.0,27.416477900226223,28.33220338983051,35.07118644067797,20.284745762711864,26.698305084745765,20.284745762711864,26.698305084745765,28.33220338983051,35.07118644067797,14.589830508474577,18.83389830508475
Heart Diseases Database,18_08_2022-12_39_29,1.0000000000000002,45,45,0.0,25.92993281447331,27.172881355932198,33.708474576271186,18.427118644067797,25.857627118644068,18.427118644067797,25.857627118644068,27.172881355932198,33.708474576271186,13.925423728813557,18.440677966101692
Heart Diseases Database,18_08_2022-12_41_06,2.0000000000000004,45,45,0.0,24.343907073318896,26.325423728813558,33.53898305084746,17.511864406779665,24.969491525423727,17.511864406779665,24.969491525423727,26.325423728813558,33.53898305084746,13.572881355932198,19.172881355932205
Heart Diseases Database,18_08_2022-12_42_43,3.0,45,45,0.0,22.644583946768808,24.691525423728812,31.755932203389825,16.650847457627115,24.718644067796614,16.650847457627115,24.718644067796614,24.691525423728812,31.755932203389825,15.10508474576271,18.4135593220339
Heart Diseases Database,18_08_2022-12_44_20,4.0,45,45,0.0,20.82651774037315,22.95593220338983,30.657627118644072,15.566101694915258,24.122033898305084,15.566101694915258,24.122033898305084,22.95593220338983,30.657627118644072,14.074576271186444,17.76271186440678
Heart Diseases Database,18_08_2022-12_44_54,5.0,45,45,0.0,18.894501475828932,21.80338983050848,28.935593220338983,14.657627118644069,22.752542372881358,14.657627118644069,22.752542372881358,21.80338983050848,28.935593220338983,13.75593220338983,17.48474576271186
Heart Diseases Database,18_08_2022-12_46_25,6.0,45,45,0.0,16.864227323042297,20.21016949152542,28.210169491525427,14.183050847457624,21.789830508474573,14.183050847457624,21.789830508474573,20.21016949152542,28.210169491525427,11.077966101694914,18.96949152542373
Heart Diseases Database,18_08_2022-12_48_56,7.0,45,45,0.0,14.762543299968433,18.73898305084746,27.498305084745766,12.969491525423727,21.769491525423735,12.969491525423727,21.769491525423735,18.73898305084746,27.498305084745766,10.705084745762717,18.949152542372882
Heart Diseases Database,18_08_2022-12_50_38,8.0,45,45,0.0,12.627595865887638,17.45762711864407,26.298305084745767,13.200000000000001,20.56271186440678,13.200000000000001,20.56271186440678,17.45762711864407,26.298305084745767,10.962711864406781,19.572881355932203
Heart Diseases Database,18_08_2022-12_52_17,9.0,45,45,0.0,10.50834854853175,15.959322033898305,25.6406779661017,12.86779661016949,20.311864406779655,12.86779661016949,20.311864406779655,15.959322033898305,25.6406779661017,10.969491525423724,19.932203389830505
Heart Diseases Database,18_08_2022-12_54_56,10.0,45,45,0.0,8.462690115761484,14.989830508474578,24.752542372881358,12.074576271186444,21.471186440677968,12.074576271186444,21.471186440677968,14.989830508474578,24.752542372881358,11.505084745762717,19.559322033898308
Heart Diseases Database,18_08_2022-12_57_37,11.0,45,45,0.0,6.5534929757344536,13.010169491525424,23.993220338983047,11.471186440677961,21.179661016949147,11.471186440677961,21.179661016949147,13.010169491525424,23.993220338983047,10.989830508474574,20.14237288135593
Heart Diseases Database,18_08_2022-13_00_20,12.0,45,45,0.0,4.8423970495813125,11.938983050847462,23.003389830508468,10.169491525423723,22.11525423728814,10.169491525423723,22.11525423728814,11.938983050847462,23.003389830508468,9.498305084745763,21.552542372881355
Heart Diseases Database,18_08_2022-13_02_29,13.0,45,45,0.0,3.3817673904604093,10.996610169491527,22.752542372881358,10.027118644067802,21.56610169491525,10.027118644067802,21.56610169491525,10.996610169491527,22.752542372881358,10.93559322033898,19.749152542372883
Heart Diseases Database,18_08_2022-13_05_07,14.0,45,45,0.0,2.206091861361722,10.386440677966103,22.033898305084744,11.016949152542377,20.399999999999995,11.016949152542377,20.399999999999995,10.386440677966103,22.033898305084744,9.084745762711865,21.911864406779657
Heart Diseases Database,18_08_2022-13_07_50,15.0,45,45,0.0,1.3248403116648424,9.511864406779658,21.823728813559317,9.762711864406782,20.840677966101694,9.762711864406782,20.840677966101694,9.511864406779658,21.823728813559317,9.918644067796611,21.471186440677968
