Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Heart Diseases Database,21_08_2022-15_07_03,-30.0,45,0.45,45.34360260404488,49.895041273047916,48.433898305084746,49.27457627118644,47.09830508474576,48.16949152542372,50.00677966101694,49.749152542372876,48.433898305084746,49.27457627118644,48.942372881355936,49.48474576271187
Heart Diseases Database,21_08_2022-15_07_11,-29.0,45,0.45,44.794038441039106,49.88223459152303,48.90847457627119,49.20677966101695,47.06440677966101,48.583050847457635,50.31186440677966,50.31186440677966,48.90847457627119,49.20677966101695,49.45084745762712,50.08813559322034
Heart Diseases Database,21_08_2022-15_07_19,-28.0,45,0.45,44.18459029513712,49.86786534931264,46.93559322033898,48.30508474576271,45.2813559322034,47.6406779661017,48.840677966101694,49.708474576271186,46.93559322033898,48.30508474576271,47.83050847457627,49.389830508474574
Heart Diseases Database,21_08_2022-15_07_26,-27.0,45,0.45,43.510544682781834,49.85174292263083,47.32203389830508,48.20338983050847,45.64067796610169,47.36271186440678,48.95593220338983,49.70169491525424,47.32203389830508,48.20338983050847,47.9864406779661,49.545762711864406
Heart Diseases Database,21_08_2022-15_07_33,-26.0,45,0.45,42.76742663898616,49.833653443523936,47.728813559322035,48.54237288135593,46.54237288135593,47.5864406779661,50.3593220338983,50.12881355932204,47.728813559322035,48.54237288135593,49.6406779661017,49.85762711864407
Heart Diseases Database,21_08_2022-15_07_39,-25.0,45,0.45,41.95119698744306,49.813356970023,47.68813559322034,48.0271186440678,44.71864406779661,46.52203389830508,49.00338983050847,49.03050847457627,47.68813559322034,48.0271186440678,48.122033898305084,49.26101694915255
Heart Diseases Database,21_08_2022-15_07_46,-24.0,45,0.45,41.05844703200362,49.79058431363235,47.186440677966104,48.18983050847457,44.52881355932203,46.644067796610166,49.66101694915255,49.593220338983045,47.186440677966104,48.18983050847457,48.16949152542372,49.172881355932205
Heart Diseases Database,21_08_2022-15_07_53,-23.0,45,0.45,40.08653881495795,49.76503348342505,46.833898305084745,48.14915254237289,44.34576271186441,46.013559322033906,49.87118644067796,49.41016949152542,46.833898305084745,48.14915254237289,47.96610169491525,49.037288135593215
Heart Diseases Database,21_08_2022-15_08_00,-22.0,45,0.45,39.03360974010228,49.73636570149161,46.37966101694915,48.16949152542372,42.983050847457626,46.02033898305085,49.518644067796615,50.03389830508475,46.37966101694915,48.16949152542372,48.04745762711864,49.593220338983045
Heart Diseases Database,21_08_2022-15_08_07,-21.0,45,0.45,37.89833622092841,49.70420093959944,45.505084745762716,47.389830508474574,42.0271186440678,45.57966101694916,48.68474576271187,49.593220338983045,45.505084745762716,47.389830508474574,47.28813559322034,48.847457627118644
Heart Diseases Database,21_08_2022-15_08_14,-20.0,45,0.45,36.679354538282055,49.668112921687765,45.53220338983051,47.199999999999996,41.728813559322035,44.644067796610166,49.193220338983046,49.328813559322036,45.53220338983051,47.199999999999996,46.61016949152542,48.4
Heart Diseases Database,21_08_2022-15_08_21,-19.0,45,0.45,35.37430383535374,49.62762353132496,44.650847457627115,46.50847457627118,40.52203389830509,43.99322033898305,48.284745762711864,49.41016949152542,44.650847457627115,46.50847457627118,46.56271186440678,49.00338983050847
Heart Diseases Database,21_08_2022-15_08_28,-18.0,45,0.45,33.978622039565735,49.58219655758958,44.664406779661014,47.172881355932205,40.04067796610169,43.38983050847458,49.213559322033895,49.47118644067796,44.664406779661014,47.172881355932205,46.24406779661017,48.69830508474576
Heart Diseases Database,21_08_2022-15_08_35,-17.0,45,0.45,32.48448819162505,49.53123070720159,44.047457627118646,45.76949152542373,39.07796610169492,41.70847457627118,49.172881355932205,48.91525423728813,44.047457627118646,45.76949152542373,45.70169491525423,47.518644067796615
Heart Diseases Database,21_08_2022-15_08_42,-16.0,45,0.45,30.88056273720386,49.47405180546809,42.854237288135586,45.25423728813559,37.166101694915255,41.30169491525424,47.742372881355934,48.55593220338983,42.854237288135586,45.25423728813559,45.10508474576271,47.91186440677966
Heart Diseases Database,21_08_2022-15_08_49,-15.0,45,0.45,29.153200777489175,49.409904104042454,42.40677966101695,45.172881355932205,36.90847457627119,40.420338983050854,48.65084745762712,48.772881355932206,42.40677966101695,45.172881355932205,45.26101694915254,47.32203389830508
Heart Diseases Database,21_08_2022-15_08_56,-14.0,45,0.45,27.28936126672594,49.33794061050747,41.56610169491526,45.29491525423729,35.44406779661017,39.09152542372881,47.82372881355932,48.0,41.56610169491526,45.29491525423729,44.49491525423729,46.7457627118644
Heart Diseases Database,21_08_2022-15_09_04,-13.0,45,0.45,25.28057604681563,49.257212354137614,40.03389830508475,43.952542372881354,33.328813559322036,38.03389830508475,47.65423728813559,48.3864406779661,40.03389830508475,43.952542372881354,43.86440677966101,47.26779661016949
Heart Diseases Database,21_08_2022-15_09_10,-12.0,45,0.45,23.126695196801702,49.166656505478485,39.12542372881356,43.952542372881354,33.51186440677966,37.72881355932204,48.50847457627119,48.98305084745763,39.12542372881356,43.952542372881354,44.51525423728814,47.68813559322034
